Datetime,Close,High,Low,Open,Volume
2025-01-31 14:30:00+00:00,238.39349365234372,238.42999267578125,236.46499633789065,236.59500122070312,2539713
2025-01-31 14:32:00+00:00,238.3600006103516,238.5095977783203,237.7400054931641,238.4199981689453,475978
2025-01-31 14:34:00+00:00,238.2400054931641,238.3600006103516,237.55999755859372,238.32000732421875,265696
2025-01-31 14:36:00+00:00,238.30999755859372,238.3488006591797,237.41050720214844,238.2400054931641,281950
2025-01-31 14:38:00+00:00,238.2100067138672,238.4600067138672,237.80999755859372,238.32400512695312,332644
2025-01-31 14:40:00+00:00,237.8699951171875,238.27999877929688,237.75999450683597,238.2196044921875,192968
2025-01-31 14:42:00+00:00,238.07569885253903,238.13999938964844,237.79200744628903,237.92999267578125,163469
2025-01-31 14:44:00+00:00,238.8000030517578,239.2700042724609,238.07000732421875,238.07000732421875,541701
2025-01-31 14:46:00+00:00,239.00999450683597,239.06149291992188,238.5500030517578,238.82000732421875,202000
2025-01-31 14:48:00+00:00,239.38999938964844,239.6396942138672,238.9199981689453,238.97999572753903,505775
2025-01-31 14:50:00+00:00,239.08999633789065,239.44000244140625,238.9499969482422,239.4199981689453,153640
2025-01-31 14:52:00+00:00,239.31629943847656,239.72999572753903,239.08999633789065,239.08999633789065,293411
2025-01-31 14:54:00+00:00,239.1300048828125,239.50999450683597,239.04010009765625,239.30999755859372,182559
2025-01-31 14:56:00+00:00,238.6000061035156,239.13999938964844,238.5500030517578,239.139892578125,236630
2025-01-31 14:58:00+00:00,239.2400054931641,239.25999450683597,238.38999938964844,238.6100006103516,270570
2025-01-31 15:00:00+00:00,239.33999633789065,239.63999938964844,239.19500732421875,239.2250061035156,330811
2025-01-31 15:02:00+00:00,239.08999633789065,239.4499969482422,239.01499938964844,239.3500061035156,156419
2025-01-31 15:04:00+00:00,238.906005859375,239.1100006103516,238.6699981689453,239.1000061035156,158300
2025-01-31 15:06:00+00:00,238.5601043701172,239.0299072265625,238.54010009765625,238.9250030517578,130816
2025-01-31 15:08:00+00:00,238.1499938964844,238.6100006103516,237.8000030517578,238.55999755859372,248968
2025-01-31 15:10:00+00:00,238.3500061035156,238.3500061035156,237.875,238.1199951171875,200049
2025-01-31 15:12:00+00:00,238.25,238.5800018310547,238.16000366210935,238.3000030517578,180830
2025-01-31 15:14:00+00:00,238.19500732421875,238.5800018310547,238.13999938964844,238.2700042724609,125540
2025-01-31 15:16:00+00:00,238.0399932861328,238.2449951171875,237.91000366210935,238.2100067138672,142130
